genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Campylobacter,jejuni,SRR3214711,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3214714,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3215109,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3215111,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3215112,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3215113,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3215116,Susceptible,TET,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3215117,Susceptible,TET,=,0.12,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Beef Cow,USA,NA
Campylobacter,jejuni,SRR3215118,Susceptible,TET,=,0.25,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3215120,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Campylobacter,jejuni,SRR3215121,Susceptible,TET,=,0.25,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3215125,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3215127,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3215128,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Campylobacter,jejuni,SRR3215131,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Beef Cow,USA,NA
Campylobacter,jejuni,SRR3215132,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Steer,USA,NA
Campylobacter,jejuni,SRR3215134,Susceptible,TET,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Heifer,USA,NA
Acinetobacter,baumannii,SRR3216437,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,RESPIRATORY,USA,NA
Acinetobacter,baumannii,SRR3217267,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3217272,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3217324,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3217328,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,BLOOD,USA,NA
Acinetobacter,baumannii,SRR3217329,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3217390,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,BLOOD,USA,NA
Acinetobacter,baumannii,SRR3217394,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3217399,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3217405,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3217406,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3217407,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3218383,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,TISSUE,USA,NA
Acinetobacter,baumannii,SRR3218389,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3218394,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3218397,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3218399,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Salmonella,enterica,SRR3219142,Susceptible,GEN,NA,1,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,NA
Klebsiella,pneumoniae,SRR3219831,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,Sputum,USA,NA
Klebsiella,pneumoniae,SRR3219834,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,29017452,Wound,Italy,NA
Klebsiella,pneumoniae,SRR3219835,Intermediate,GEN,NA,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,29017452,Peritoneal Fluid,Italy,NA
Klebsiella,pneumoniae,SRR3221668,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,29017452,Urine,Italy,NA
Klebsiella,pneumoniae,SRR3221676,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,Tracheal Aspirate,USA,NA
Klebsiella,pneumoniae,SRR3221942,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,29017452,Urine,Italy,NA
Klebsiella,pneumoniae,SRR3222075,Susceptible,GEN,<,0.25,mg/L,Broth dilution,NA,CLSI,2013,29017452,Sputum,Italy,NA
Klebsiella,pneumoniae,SRR3222121,Susceptible,GEN,<,0.25,mg/L,Broth dilution,NA,CLSI,2013,NA,BAL,USA,NA
Escherichia,coli,SRR3222296,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,Urine,USA,NA
Klebsiella,pneumoniae,SRR3222390,Susceptible,GEN,=,0.5,mg/L,Broth dilution,NA,CLSI,2013,NA,Urine,USA,NA
Klebsiella,pneumoniae,SRR3222406,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,Urine,USA,NA
Klebsiella,pneumoniae,SRR3222408,Intermediate,GEN,NA,4,mg/L,Broth dilution,NA,CLSI,2013,29017452,Urine,Italy,NA
Klebsiella,pneumoniae,SRR3222424,Intermediate,GEN,NA,4,mg/L,Broth dilution,VITEK 2,CLSI,2013,29017452,sputum,Italy,NA
Acinetobacter,baumannii,SRR3222486,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3222487,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3222489,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3222491,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Salmonella,enterica,SRR3223097,Resistant,GEN,NA,16,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,NA
Acinetobacter,baumannii,SRR3223161,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,URINE,USA,NA
Acinetobacter,baumannii,SRR3223164,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223165,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3223167,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223170,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223172,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223173,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3223469,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,BLOOD,USA,NA
Acinetobacter,baumannii,SRR3223470,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3223472,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223479,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223481,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223482,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223485,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223552,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,RESPIRATORY,USA,NA
Acinetobacter,baumannii,SRR3223554,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223557,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223558,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,BLOOD,USA,NA
Acinetobacter,baumannii,SRR3223560,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223562,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Salmonella,enterica,SRR3223751,Resistant,GEN,NA,16,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3223752,Intermediate,GEN,NA,4,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Acinetobacter,baumannii,SRR3223911,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223912,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223913,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,TISSUE,USA,NA
Acinetobacter,baumannii,SRR3223915,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY FLUID,USA,NA
Acinetobacter,baumannii,SRR3223919,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3223920,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3223924,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224230,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,RESPIRATORY,USA,NA
Acinetobacter,baumannii,SRR3224233,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224234,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224235,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224236,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224237,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224240,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,URINE,USA,NA
Acinetobacter,baumannii,SRR3224796,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224798,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224801,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,RESPIRATORY,USA,NA
Acinetobacter,baumannii,SRR3224803,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224808,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224984,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,RESPIRATORY,USA,NA
Acinetobacter,baumannii,SRR3224988,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224989,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224993,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,RESPIRATORY,USA,NA
Acinetobacter,baumannii,SRR3224994,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3224996,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,BLOOD,USA,NA
Acinetobacter,baumannii,SRR3225003,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225042,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225043,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225044,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225046,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,BLOOD,USA,NA
Acinetobacter,baumannii,SRR3225048,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225049,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225059,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225230,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225231,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225233,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225236,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,RESPIRATORY,USA,NA
Acinetobacter,baumannii,SRR3225238,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3225241,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225242,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225244,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3225248,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Salmonella,enterica,SRR3225369,Resistant,GEN,NA,16,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,NA
Acinetobacter,baumannii,SRR3226989,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3227002,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,RESPIRATORY,USA,NA
Acinetobacter,baumannii,SRR3227004,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3227005,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3227007,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3227008,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,TISSUE,USA,NA
Acinetobacter,baumannii,SRR3227011,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3227028,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,RESPIRATORY,USA,NA
Acinetobacter,baumannii,SRR3227030,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3227031,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,TISSUE,USA,NA
Acinetobacter,baumannii,SRR3227037,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3227045,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3227048,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3228479,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3228491,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,RESPIRATORY,USA,NA
Acinetobacter,baumannii,SRR3228493,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3228534,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3228537,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3228538,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,BLOOD,USA,NA
Acinetobacter,baumannii,SRR3228539,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3228544,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3228549,Susceptible,CAZ,=,4,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3228557,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,BLOOD,USA,NA
Acinetobacter,baumannii,SRR3228559,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,BLOOD,USA,NA
Acinetobacter,baumannii,SRR3228561,Susceptible,CAZ,<=,2,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3228563,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3228564,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3228569,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,WOUND,USA,NA
Acinetobacter,baumannii,SRR3228575,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,URINE,USA,NA
Campylobacter,jejuni,SRR3241809,Resistant,TET,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,Animal-Cattle-Dairy Cow,USA,NA
Escherichia,coli,SRR3242018,Susceptible,GEN,<=,0.25,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,NA,NA
Acinetobacter,baumannii,SRR3242034,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,TISSUE,USA,NA
Acinetobacter,baumannii,SRR3242039,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3242044,Intermediate,CAZ,NA,16,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Acinetobacter,baumannii,SRR3242051,Susceptible,CAZ,=,8,mg/L,Broth dilution,BD Phoenix,CLSI,2013,NA,STERILE BODY SITE,USA,NA
Salmonella,enterica,SRR3242213,Resistant,GEN,NA,16,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3242326,Susceptible,GEN,NA,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3242342,Susceptible,GEN,NA,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3242354,Susceptible,GEN,NA,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Streptococcus,pneumoniae,SRR325169,Susceptible,ERY,<=,0.06,NA,NA,NA,CLSI,2013,NA,blood,USA,NA
Streptococcus,pneumoniae,SRR325171,Resistant,ERY,Streptococcus pneumoniae GA13430,8,NA,NA,NA,CLSI,2013,NA,blood,USA,NA
Streptococcus,pneumoniae,SRR325175,Resistant,ERY,Streptococcus pneumoniae GA02270,8,NA,NA,NA,CLSI,2013,NA,blood,USA,NA
Streptococcus,pneumoniae,SRR327027,Resistant,ERY,Streptococcus pneumoniae 8190-05,32,NA,NA,NA,CLSI,2013,NA,blood,USA,NA
Salmonella,enterica,SRR3271883,Susceptible,GEN,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,NA
Salmonella,enterica,SRR3271890,Susceptible,GEN,NA,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3289784,Resistant,GEN,NA,16,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3289805,Resistant,GEN,NA,16,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3289806,Susceptible,GEN,NA,1,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Escherichia,coli,SRR3290089,Resistant,GEN,NA,16,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR3290090,Susceptible,GEN,<=,1,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,urine,USA,NA
Escherichia,coli,SRR3290091,Susceptible,GEN,<=,0.5,mg/L,Broth dilution,VITEK 2,CLSI,2013,NA,sputum,USA,NA
Salmonella,enterica,SRR3294534,Intermediate,GEN,NA,4,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3295506,Susceptible,GEN,NA,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Thighs,USA,NA
Salmonella,enterica,SRR3295527,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,32513803,Ground Turkey,USA,NA
Salmonella,enterica,SRR3295538,Susceptible,GEN,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,NA
Salmonella,enterica,SRR3295552,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3295556,Resistant,GEN,NA,16,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3295576,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3295584,Resistant,GEN,NA,16,mg/L,Broth dilution,NA,CLSI,2013,30333126,Ground Turkey,USA,NA
Salmonella,enterica,SRR3295590,Susceptible,GEN,=,0.5,mg/L,Broth dilution,NA,CLSI,2013,30333126,Chicken Breast,USA,NA
